n,run,theta_nw,theta_bh,t_nw,t_bh,theta_nw_plus_t_nw,theta_bh_plus_t_bh,ratio_nw_bh
40,71,2.0200001017656177e-05,0.008196599999791943,0.5888292999989062,0.11563270000260673,0.5888494999999239,0.12382930000239867,4.755332542366931
40,72,1.9500002963468432e-05,0.007579300003271783,0.6649222000014561,0.1284291999982088,0.6649417000044195,0.13600850000148057,4.888971645133805
40,73,2.099999983329326e-05,0.008104900000034831,0.9548749000023236,0.14784720000170637,0.9548959000021568,0.1559521000017412,6.123007641394348
40,74,1.8999999156221747e-05,0.007879599997977493,0.6907649999993737,0.12774890000218875,0.6907839999985299,0.13562850000016624,5.093206811235715
40,75,1.7400001524947584e-05,0.007578000000648899,0.6416208000009647,0.16126860000076704,0.6416382000024896,0.16884660000141594,3.8001250839348195
40,76,1.809999957913533e-05,0.007308500000362983,0.5738080999981321,0.13350379999974393,0.5738261999977112,0.14081230000010692,4.075114176796172
40,77,2.0300001779105514e-05,0.007965599997987738,0.6394629999995232,0.11593569999968167,0.6394833000013023,0.12390129999766941,5.1612315610355255
40,78,1.9499999325489625e-05,0.007872099999076454,0.6302276000023994,0.13974810000217985,0.6302471000017249,0.1476202000012563,4.269382509957047
40,79,1.9099999917671084e-05,0.007740300003206357,0.6264637999993283,0.12457630000062636,0.626482899999246,0.13231660000383272,4.734726406067713
40,80,1.8999999156221747e-05,0.007871199999499368,0.6653315000003204,0.21092370000042138,0.6653504999994766,0.21879489999992074,3.0409781032360335
40,81,1.9000002794200554e-05,0.00872920000256272,0.6064660999982152,0.12237420000019483,0.6064851000010094,0.13110340000275755,4.6260058853412875
40,82,2.0700001186924055e-05,0.008061399999860441,0.6645312000000558,0.11800270000094315,0.6645519000012428,0.1260641000008036,5.27153963735121
40,83,2.2000000171829015e-05,0.008500699997966876,0.5476916000006895,0.09178619999875082,0.5477136000008613,0.1002868999967177,5.461467051217931
40,84,2.0600000425474718e-05,0.007712300001003314,0.5701623999993899,0.1259959000017261,0.5701829999998154,0.13370820000272943,4.264383186582244
